"Year","CountryAbb","CountryName","idealpoint","PctAgreeUS","PctAgreeRUSSIA","distanceToRussia"
1989,"POL","Poland",-0.7815498,0.07142857,0.9821429,1153
1990,"POL","Poland",0.8315347,0.2222222,0.5185185,1153
1991,"POL","Poland",1.091024,0.3333333,0.5352113,1153
1992,"POL","Poland",1.12013,0.3194444,0.7083333,1153
1993,"POL","Poland",1.162775,0.359375,0.734375,1153
1994,"POL","Poland",1.193368,0.4117647,0.6323529,1153
1995,"POL","Poland",1.1161,0.4177215,0.7594937,1153
1996,"POL","Poland",1.221134,0.4794521,0.6944444,1153
1997,"POL","Poland",1.288821,0.4637681,0.7101449,1153
1998,"POL","Poland",1.201473,0.4262295,0.7166667,1153
1999,"POL","Poland",1.133905,0.4264706,0.7058824,1153
2000,"POL","Poland",1.153985,0.4179104,0.6666667,1153
2001,"POL","Poland",1.134907,0.3880597,0.6515152,1153
2002,"POL","Poland",1.075692,0.3333333,0.7142857,1153
2003,"POL","Poland",1.18145,0.4054054,0.6891892,1153
2004,"POL","Poland",1.125244,0.3857143,0.6666667,1153
2005,"POL","Poland",1.045062,0.3287671,0.6849315,1153
2006,"POL","Poland",1.005056,0.255814,0.6511628,1153
2007,"POL","Poland",1.018754,0.3116883,0.6710526,1153
2008,"POL","Poland",1.027733,0.2777778,0.5972222,1153
2009,"POL","Poland",1.116614,0.4626866,0.5671642,1153
2010,"POL","Poland",1.044433,0.3846154,0.6363636,1153
2011,"POL","Poland",1.016252,0.5076923,0.5846154,1153
2012,"POL","Poland",1.041569,0.3676471,0.6029412,1153
1956,"AUS","Austria",0.5697651,0.7666667,0.2166667,1668
1957,"AUS","Austria",0.920761,0.7941176,0.1764706,1668
1958,"AUS","Austria",0.6909901,0.7272727,0.3636364,1668
1959,"AUS","Austria",0.9475706,0.5925926,0.2222222,1668
1960,"AUS","Austria",0.7754327,0.631068,0.2912621,1668
1961,"AUS","Austria",0.9280701,0.630137,0.2027027,1668
1962,"AUS","Austria",1.178908,0.7826087,0.1956522,1668
1963,"AUS","Austria",1.105424,0.6129032,0.2903226,1668
1965,"AUS","Austria",1.249116,0.6,0.325,1668
1966,"AUS","Austria",1.333977,0.72,0.22,1668
1967,"AUS","Austria",1.323451,0.6315789,0.3157895,1668
1968,"AUS","Austria",1.303344,0.6,0.16,1668
1969,"AUS","Austria",1.264478,0.5813953,0.3863636,1668
1970,"AUS","Austria",1.308692,0.641791,0.2089552,1668
1971,"AUS","Austria",0.9390311,0.5546218,0.4,1668
1972,"AUS","Austria",1.197469,0.6,0.4653465,1668
1973,"AUS","Austria",1.280377,0.4505495,0.4285714,1668
1974,"AUS","Austria",1.271547,0.5068493,0.4246575,1668
1975,"AUS","Austria",0.9971312,0.3333333,0.4492754,1668
1976,"AUS","Austria",1.002699,0.3529412,0.5747126,1668
1977,"AUS","Austria",1.108572,0.4666667,0.4175824,1668
1978,"AUS","Austria",1.242964,0.5,0.3467742,1668
1979,"AUS","Austria",1.18947,0.4214876,0.3442623,1668
1980,"AUS","Austria",1.063509,0.368932,0.3592233,1668
1981,"AUS","Austria",1.031719,0.3007519,0.4104478,1668
1982,"AUS","Austria",0.8763997,0.221519,0.4620253,1668
1983,"AUS","Austria",0.7634937,0.2281879,0.4697987,1668
1984,"AUS","Austria",0.7731344,0.205298,0.5033113,1668
1985,"AUS","Austria",0.829455,0.2516556,0.48,1668
1986,"AUS","Austria",0.8506113,0.2384106,0.52,1668
1987,"AUS","Austria",0.864222,0.2302158,0.6666667,1668
1988,"AUS","Austria",0.931654,0.1729323,0.6136364,1668
1989,"AUS","Austria",0.7772852,0.1403509,0.7105263,1668
1990,"AUS","Austria",0.6913039,0.1785714,0.6785714,1668
1991,"AUS","Austria",0.8448133,0.2638889,0.6197183,1668
1992,"AUS","Austria",0.9258624,0.3013699,0.7123288,1668
1993,"AUS","Austria",0.9394523,0.3650794,0.7142857,1668
1994,"AUS","Austria",0.9345545,0.4117647,0.6764706,1668
1995,"AUS","Austria",0.939601,0.382716,0.7160494,1668
1996,"AUS","Austria",0.9917023,0.4594595,0.6712329,1668
1997,"AUS","Austria",1.131617,0.4637681,0.6956522,1668
1998,"AUS","Austria",1.116307,0.4098361,0.6833333,1668
1999,"AUS","Austria",1.022599,0.3970588,0.6764706,1668
2000,"AUS","Austria",1.012782,0.3939394,0.6515152,1668
2001,"AUS","Austria",0.9881508,0.358209,0.6515152,1668
2002,"AUS","Austria",0.8902777,0.3055556,0.6714286,1668
2003,"AUS","Austria",0.8951928,0.3289474,0.6578947,1668
2004,"AUS","Austria",0.9233715,0.3521127,0.6428571,1668
2005,"AUS","Austria",0.9523938,0.3150685,0.6575342,1668
2006,"AUS","Austria",0.834602,0.2298851,0.6551724,1668
2007,"AUS","Austria",0.7439424,0.2727273,0.6315789,1668
2008,"AUS","Austria",0.7563243,0.25,0.5972222,1668
2009,"AUS","Austria",0.7972214,0.3880597,0.5671642,1668
2010,"AUS","Austria",0.7295488,0.3484848,0.6567164,1668
2011,"AUS","Austria",0.7629837,0.4615385,0.6,1668
2012,"AUS","Austria",0.7484664,0.3382353,0.6323529,1668
1955,"HUN","Hungary",-2.653327,0.1666667,1,1567
1956,"HUN","Hungary",-2.654158,0.1666667,0.9047619,1567
1957,"HUN","Hungary",-2.633968,0.2352941,1,1567
1958,"HUN","Hungary",-2.626056,0.3030303,1,1567
1959,"HUN","Hungary",-2.607124,0.1296296,1,1567
1960,"HUN","Hungary",-2.431667,0.2156863,0.9803922,1567
1961,"HUN","Hungary",-2.369669,0.109589,1,1567
1962,"HUN","Hungary",-2.344861,0.173913,1,1567
1963,"HUN","Hungary",-2.490928,0.1290323,1,1567
1965,"HUN","Hungary",-2.261143,0.225,1,1567
1966,"HUN","Hungary",-2.168639,0.16,1,1567
1967,"HUN","Hungary",-1.909978,0.1929825,1,1567
1968,"HUN","Hungary",-1.980408,0.1372549,0.9803922,1567
1969,"HUN","Hungary",-1.904539,0.2093023,0.9545455,1567
1970,"HUN","Hungary",-2.198761,0.1363636,1,1567
1971,"HUN","Hungary",-2.349982,0.2352941,0.9916667,1567
1972,"HUN","Hungary",-2.308257,0.2857143,0.989899,1567
1973,"HUN","Hungary",-2.338883,0.2967033,1,1567
1974,"HUN","Hungary",-2.32325,0.3611111,1,1567
1975,"HUN","Hungary",-2.397453,0.2318841,0.9855072,1567
1976,"HUN","Hungary",-2.292822,0.1882353,1,1567
1977,"HUN","Hungary",-2.466848,0.2,1,1567
1978,"HUN","Hungary",-2.441234,0.2113821,0.984127,1567
1979,"HUN","Hungary",-2.437797,0.1983471,0.9918033,1567
1980,"HUN","Hungary",-2.32357,0.1262136,0.9902913,1567
1981,"HUN","Hungary",-2.252822,0.1052632,0.9925373,1567
1982,"HUN","Hungary",-2.184322,0.1329114,0.9873418,1567
1983,"HUN","Hungary",-2.142647,0.1013514,1,1567
1984,"HUN","Hungary",-1.833337,0.09271523,1,1567
1985,"HUN","Hungary",-1.788417,0.1059603,1,1567
1986,"HUN","Hungary",-1.579806,0.1073826,0.9530201,1567
1987,"HUN","Hungary",-1.40059,0.08148148,1,1567
1988,"HUN","Hungary",-1.057117,0.06923077,0.9923077,1567
1989,"HUN","Hungary",-0.1510144,0.1009174,0.9266055,1567
1990,"HUN","Hungary",0.7356053,0.2073171,0.6097561,1567
1991,"HUN","Hungary",1.009344,0.3382353,0.5820896,1567
1992,"HUN","Hungary",1.127812,0.3521127,0.7183099,1567
1993,"HUN","Hungary",1.146895,0.3650794,0.6984127,1567
1994,"HUN","Hungary",1.252777,0.4558824,0.6323529,1567
1995,"HUN","Hungary",1.146427,0.4459459,0.7432432,1567
1996,"HUN","Hungary",1.326843,0.5068493,0.6944444,1567
1997,"HUN","Hungary",1.293496,0.4626866,0.7164179,1567
1998,"HUN","Hungary",1.285763,0.442623,0.7333333,1567
1999,"HUN","Hungary",1.305643,0.4558824,0.6911765,1567
2000,"HUN","Hungary",1.243472,0.4179104,0.6515152,1567
2001,"HUN","Hungary",1.202095,0.40625,0.640625,1567
2002,"HUN","Hungary",1.143976,0.3239437,0.6956522,1567
2003,"HUN","Hungary",1.110927,0.3684211,0.6842105,1567
2004,"HUN","Hungary",1.034872,0.3571429,0.6666667,1567
2005,"HUN","Hungary",1.021311,0.3287671,0.6849315,1567
2006,"HUN","Hungary",0.9988209,0.2528736,0.6551724,1567
2007,"HUN","Hungary",1.049816,0.3380282,0.6571429,1567
2008,"HUN","Hungary",0.9708542,0.2638889,0.5972222,1567
2009,"HUN","Hungary",0.9979276,0.4242424,0.5757576,1567
2010,"HUN","Hungary",1.0033,0.3939394,0.6716418,1567
2011,"HUN","Hungary",0.9294886,0.5076923,0.6,1567
2012,"HUN","Hungary",1.037838,0.3676471,0.6029412,1567
1946,"CZE","Czechoslovakia",-0.7957458,0.2142857,0.6190476,1668
1947,"CZE","Czechoslovakia",-1.102903,0.2368421,0.9473684,1668
1948,"CZE","Czechoslovakia",-1.919616,0.1456311,0.9705882,1668
1949,"CZE","Czechoslovakia",-2.162694,0.1129032,1,1668
1950,"CZE","Czechoslovakia",-2.330107,0.1730769,1,1668
1951,"CZE","Czechoslovakia",-2.363635,0.16,0.96,1668
1952,"CZE","Czechoslovakia",-2.417664,0.1428571,1,1668
1953,"CZE","Czechoslovakia",-2.407274,0.2,1,1668
1954,"CZE","Czechoslovakia",-2.423512,0.2,1,1668
1955,"CZE","Czechoslovakia",-2.47356,0.1481481,1,1668
1956,"CZE","Czechoslovakia",-2.522862,0.2,0.9833333,1668
1957,"CZE","Czechoslovakia",-2.48846,0.2352941,0.9705882,1668
1958,"CZE","Czechoslovakia",-2.521892,0.3030303,1,1668
1959,"CZE","Czechoslovakia",-2.552161,0.1296296,1,1668
1960,"CZE","Czechoslovakia",-2.412165,0.223301,0.9902913,1668
1961,"CZE","Czechoslovakia",-2.368824,0.1126761,1,1668
1962,"CZE","Czechoslovakia",-2.321985,0.173913,0.9565217,1668
1963,"CZE","Czechoslovakia",-2.467727,0.1290323,1,1668
1965,"CZE","Czechoslovakia",-2.248949,0.225,1,1668
1966,"CZE","Czechoslovakia",-2.154575,0.16,1,1668
1967,"CZE","Czechoslovakia",-1.90085,0.1929825,1,1668
1968,"CZE","Czechoslovakia",-1.893935,0.1568627,0.9803922,1668
1969,"CZE","Czechoslovakia",-1.797437,0.2325581,1,1668
1970,"CZE","Czechoslovakia",-2.144735,0.1343284,1,1668
1971,"CZE","Czechoslovakia",-2.333096,0.2307692,1,1668
1972,"CZE","Czechoslovakia",-2.287399,0.3061224,0.98,1668
1973,"CZE","Czechoslovakia",-2.326487,0.3,1,1668
1974,"CZE","Czechoslovakia",-2.322457,0.3561644,1,1668
1975,"CZE","Czechoslovakia",-2.383737,0.2318841,0.9855072,1668
1976,"CZE","Czechoslovakia",-2.300014,0.1882353,1,1668
1977,"CZE","Czechoslovakia",-2.44978,0.2022472,1,1668
1978,"CZE","Czechoslovakia",-2.460657,0.2195122,0.9920635,1668
1979,"CZE","Czechoslovakia",-2.45034,0.1983471,0.9918033,1668
1980,"CZE","Czechoslovakia",-2.341689,0.1262136,0.9805825,1668
1981,"CZE","Czechoslovakia",-2.262185,0.1052632,0.9925373,1668
1982,"CZE","Czechoslovakia",-2.182174,0.1392405,0.9936709,1668
1983,"CZE","Czechoslovakia",-2.144432,0.1013514,1,1668
1984,"CZE","Czechoslovakia",-1.845439,0.09271523,1,1668
1985,"CZE","Czechoslovakia",-1.792345,0.1059603,1,1668
1986,"CZE","Czechoslovakia",-1.588291,0.1066667,0.9533333,1668
1987,"CZE","Czechoslovakia",-1.351597,0.08695652,0.9928571,1668
1988,"CZE","Czechoslovakia",-1.186621,0.06818182,1,1668
1989,"CZE","Czechoslovakia",-1.093917,0.07017544,1,1668
1990,"CZE","Czechoslovakia",0.700573,0.2168675,0.5542169,1668
1991,"CZE","Czechoslovakia",1.079058,0.3380282,0.5428571,1668
1992,"CZE","Czechoslovakia",1.146993,0.3239437,0.7323944,1668
1993,"CZR","Czech Republic",1.275897,0.40625,0.71875,1668
1994,"CZR","Czech Republic",1.220119,0.4179104,0.641791,1668
1995,"CZR","Czech Republic",1.079978,0.4,0.7375,1668
1996,"CZR","Czech Republic",1.232498,0.5,0.6712329,1668
1997,"CZR","Czech Republic",1.318249,0.4637681,0.6956522,1668
1998,"CZR","Czech Republic",1.207915,0.4333333,0.7288136,1668
1999,"CZR","Czech Republic",1.112132,0.4117647,0.6911765,1668
2000,"CZR","Czech Republic",1.142114,0.4179104,0.6666667,1668
2001,"CZR","Czech Republic",1.125876,0.3880597,0.6515152,1668
2002,"CZR","Czech Republic",1.045304,0.3239437,0.6956522,1668
2003,"CZR","Czech Republic",1.128807,0.3684211,0.6578947,1668
2004,"CZR","Czech Republic",1.051748,0.3571429,0.6666667,1668
2005,"CZR","Czech Republic",1.012226,0.3287671,0.6712329,1668
2006,"CZR","Czech Republic",1.08225,0.2758621,0.6321839,1668
2007,"CZR","Czech Republic",1.093885,0.3289474,0.6266667,1668
2008,"CZR","Czech Republic",1.040038,0.2777778,0.5972222,1668
2009,"CZR","Czech Republic",1.095327,0.4626866,0.5671642,1668
2010,"CZR","Czech Republic",1.068586,0.3939394,0.6567164,1668
2011,"CZR","Czech Republic",1.018244,0.5076923,0.5846154,1668
2012,"CZR","Czech Republic",1.172564,0.3970588,0.6029412,1668
1993,"SLO","Slovakia",1.137827,0.3650794,0.7142857,1631
1994,"SLO","Slovakia",1.178397,0.4262295,0.6393443,1631
1995,"SLO","Slovakia",1.084429,0.3950617,0.7407407,1631
1996,"SLO","Slovakia",1.207643,0.4794521,0.6805556,1631
1997,"SLO","Slovakia",1.24204,0.4347826,0.6956522,1631
1998,"SLO","Slovakia",1.189217,0.4262295,0.7166667,1631
1999,"SLO","Slovakia",1.114567,0.4117647,0.6911765,1631
2000,"SLO","Slovakia",1.088885,0.4029851,0.6666667,1631
2001,"SLO","Slovakia",0.9987504,0.358209,0.6666667,1631
2002,"SLO","Slovakia",0.9615191,0.3194444,0.7,1631
2003,"SLO","Slovakia",1.004506,0.3552632,0.6973684,1631
2004,"SLO","Slovakia",0.9764337,0.3661972,0.6571429,1631
2005,"SLO","Slovakia",0.9504334,0.3287671,0.6575342,1631
2006,"SLO","Slovakia",0.9732551,0.2470588,0.6352941,1631
2007,"SLO","Slovakia",1.001736,0.3116883,0.6578947,1631
2008,"SLO","Slovakia",0.947827,0.2638889,0.6111111,1631
2009,"SLO","Slovakia",1.010887,0.4477612,0.5671642,1631
2010,"SLO","Slovakia",0.9902706,0.3787879,0.6567164,1631
2011,"SLO","Slovakia",0.9983952,0.5076923,0.5846154,1631
2012,"SLO","Slovakia",1.052086,0.3676471,0.6029412,1631
1956,"ITA","Italy",1.775322,0.8333333,0.1333333,2377
1957,"ITA","Italy",1.845819,0.7647059,0.08823529,2377
1958,"ITA","Italy",1.744238,0.8181818,0.3030303,2377
1959,"ITA","Italy",1.767941,0.7777778,0.09259259,2377
1960,"ITA","Italy",1.406141,0.8543689,0.2427184,2377
1961,"ITA","Italy",1.586977,0.890411,0.1081081,2377
1962,"ITA","Italy",1.632717,0.9130435,0.173913,2377
1963,"ITA","Italy",1.551382,0.7096774,0.2258065,2377
1965,"ITA","Italy",1.549398,0.725,0.325,2377
1966,"ITA","Italy",1.583117,0.8163265,0.2040816,2377
1967,"ITA","Italy",1.588783,0.754386,0.2631579,2377
1968,"ITA","Italy",1.751632,0.8627451,0.1176471,2377
1969,"ITA","Italy",1.537457,0.627907,0.3181818,2377
1970,"ITA","Italy",1.491816,0.6666667,0.1515152,2377
1971,"ITA","Italy",1.298997,0.6554622,0.3,2377
1972,"ITA","Italy",1.467805,0.68,0.4257426,2377
1973,"ITA","Italy",1.562246,0.6153846,0.3736264,2377
1974,"ITA","Italy",1.512513,0.6438356,0.4109589,2377
1975,"ITA","Italy",1.447056,0.6376812,0.3188406,2377
1976,"ITA","Italy",1.570119,0.5529412,0.4137931,2377
1977,"ITA","Italy",1.470769,0.6333333,0.3406593,2377
1978,"ITA","Italy",1.640802,0.6854839,0.3015873,2377
1979,"ITA","Italy",1.572753,0.5702479,0.2377049,2377
1980,"ITA","Italy",1.555816,0.5145631,0.2524272,2377
1981,"ITA","Italy",1.603634,0.4962406,0.3208955,2377
1982,"ITA","Italy",1.557873,0.4177215,0.2974684,2377
1983,"ITA","Italy",1.540192,0.4765101,0.295302,2377
1984,"ITA","Italy",1.621596,0.4503311,0.3377483,2377
1985,"ITA","Italy",1.612794,0.4370861,0.3133333,2377
1986,"ITA","Italy",1.624268,0.410596,0.3288591,2377
1987,"ITA","Italy",1.561625,0.3576642,0.4379562,2377
1988,"ITA","Italy",1.527213,0.3308271,0.4015152,2377
1989,"ITA","Italy",1.583471,0.3333333,0.4473684,2377
1990,"ITA","Italy",1.500554,0.3809524,0.5,2377
1991,"ITA","Italy",1.411392,0.4027778,0.5211268,2377
1992,"ITA","Italy",1.37375,0.369863,0.6986301,2377
1993,"ITA","Italy",1.369934,0.40625,0.703125,2377
1994,"ITA","Italy",1.327669,0.4411765,0.6176471,2377
1995,"ITA","Italy",1.153781,0.4125,0.725,2377
1996,"ITA","Italy",1.283585,0.5,0.6849315,2377
1997,"ITA","Italy",1.337173,0.4782609,0.7101449,2377
1998,"ITA","Italy",1.243388,0.4262295,0.7,2377
1999,"ITA","Italy",1.123581,0.4117647,0.6911765,2377
2000,"ITA","Italy",1.085363,0.3939394,0.6615385,2377
2001,"ITA","Italy",1.082027,0.3846154,0.65625,2377
2002,"ITA","Italy",1.138082,0.3472222,0.6857143,2377
2003,"ITA","Italy",1.095736,0.3815789,0.7236842,2377
2004,"ITA","Italy",1.000611,0.3571429,0.6666667,2377
2005,"ITA","Italy",0.9941145,0.3194444,0.6805556,2377
2006,"ITA","Italy",0.8616436,0.2413793,0.6436782,2377
2007,"ITA","Italy",0.8934308,0.2987013,0.6447368,2377
2008,"ITA","Italy",0.8750314,0.2638889,0.5694444,2377
2009,"ITA","Italy",0.9785338,0.4328358,0.5820896,2377
2010,"ITA","Italy",0.8830622,0.3709677,0.6507937,2377
2011,"ITA","Italy",0.9307371,0.4923077,0.5846154,2377
2012,"ITA","Italy",0.9227305,0.3676471,0.6176471,2377
1991,"SNM","San Marino",1.130268,1,NA,2212
1992,"SNM","San Marino",1.123933,0.2121212,0.6666667,2212
1993,"SNM","San Marino",1.038362,0.3823529,0.7647059,2212
1995,"SNM","San Marino",0.08562314,0.5333333,0.6666667,2212
1996,"SNM","San Marino",0.6343746,0.4444444,0.6478873,2212
1997,"SNM","San Marino",0.8866115,0.4328358,0.7014925,2212
1998,"SNM","San Marino",0.7562656,0.3333333,0.6949153,2212
1999,"SNM","San Marino",0.7349982,0.3676471,0.7058824,2212
2000,"SNM","San Marino",0.822753,0.3787879,0.6769231,2212
2001,"SNM","San Marino",0.9125898,0.358209,0.6666667,2212
2002,"SNM","San Marino",0.8579984,0.3188406,0.6567164,2212
2003,"SNM","San Marino",0.8577824,0.3289474,0.6578947,2212
2004,"SNM","San Marino",0.8445225,0.3380282,0.6428571,2212
2005,"SNM","San Marino",0.819872,0.3150685,0.6575342,2212
2006,"SNM","San Marino",0.8961766,0.2470588,0.6235294,2212
2007,"SNM","San Marino",0.8110873,0.2933333,0.6351351,2212
2008,"SNM","San Marino",0.8488374,0.2638889,0.5694444,2212
2009,"SNM","San Marino",0.8552173,0.3787879,0.5909091,2212
2010,"SNM","San Marino",0.8048122,0.3692308,0.6212121,2212
2011,"SNM","San Marino",0.8663164,0.4769231,0.5692308,2212
2012,"SNM","San Marino",0.9194415,0.3529412,0.5735294,2212
1965,"MLT","Malta",1.789121,0.9230769,0.3076923,2811
1966,"MLT","Malta",1.876098,0.826087,0.1304348,2811
1967,"MLT","Malta",1.615238,0.7714286,0.2571429,2811
1968,"MLT","Malta",1.688812,0.6785714,0.1428571,2811
1969,"MLT","Malta",1.714655,0.7333333,0.1333333,2811
1970,"MLT","Malta",1.687704,0.75,0.1875,2811
1971,"MLT","Malta",0.6542781,0.4747475,0.44,2811
1972,"MLT","Malta",0.4182237,0.3977273,0.5402299,2811
1973,"MLT","Malta",0.1281917,0.2238806,0.6865672,2811
1974,"MLT","Malta",-0.2244057,0.2923077,0.7692308,2811
1975,"MLT","Malta",-0.369493,0.2580645,0.7096774,2811
1976,"MLT","Malta",-0.3756117,0.2375,0.7317073,2811
1977,"MLT","Malta",-0.3490053,0.3809524,0.6588235,2811
1978,"MLT","Malta",-0.2277818,0.39,0.6470588,2811
1979,"MLT","Malta",-0.1975878,0.2972973,0.6576577,2811
1980,"MLT","Malta",-0.1906747,0.255102,0.6938776,2811
1981,"MLT","Malta",-0.364475,0.171875,0.7578125,2811
1982,"MLT","Malta",-0.3133719,0.1437908,0.7581699,2811
1983,"MLT","Malta",-0.3785883,0.162963,0.7703704,2811
1984,"MLT","Malta",-0.449697,0.1052632,0.8345865,2811
1985,"MLT","Malta",-0.3954865,0.1223022,0.8129496,2811
1986,"MLT","Malta",-0.4592569,0.1390728,0.8533333,2811
1987,"MLT","Malta",0.3515775,0.1240876,0.7898551,2811
1988,"MLT","Malta",0.4436531,0.1076923,0.7906977,2811
1989,"MLT","Malta",0.5413318,0.09821429,0.7589286,2811
1990,"MLT","Malta",0.4585285,0.1666667,0.7738095,2811
1991,"MLT","Malta",0.3668957,0.1971831,0.6571429,2811
1992,"MLT","Malta",0.5690971,0.2916667,0.6666667,2811
1993,"MLT","Malta",0.6939449,0.3225806,0.6451613,2811
1994,"MLT","Malta",0.7961153,0.4117647,0.6323529,2811
1995,"MLT","Malta",0.698179,0.345679,0.6790123,2811
1996,"MLT","Malta",0.3416786,0.3611111,0.6619718,2811
1997,"MLT","Malta",0.3408565,0.3382353,0.6911765,2811
1998,"MLT","Malta",0.3736132,0.3278689,0.7166667,2811
1999,"MLT","Malta",0.594342,0.3970588,0.6617647,2811
2000,"MLT","Malta",0.6096688,0.3880597,0.6363636,2811
2001,"MLT","Malta",0.6736253,0.3636364,0.6212121,2811
2002,"MLT","Malta",0.5901481,0.3055556,0.6428571,2811
2003,"MLT","Malta",0.6707811,0.3421053,0.6447368,2811
2004,"MLT","Malta",0.7032534,0.3428571,0.5942029,2811
2005,"MLT","Malta",0.6511001,0.2876712,0.6575342,2811
2006,"MLT","Malta",0.674636,0.2470588,0.6117647,2811
2007,"MLT","Malta",0.6881701,0.2727273,0.6315789,2811
2008,"MLT","Malta",0.6408741,0.2535211,0.5633803,2811
2009,"MLT","Malta",0.6631544,0.3880597,0.5223881,2811
2010,"MLT","Malta",0.600657,0.3484848,0.6268657,2811
2011,"MLT","Malta",0.6328788,0.4615385,0.5692308,2811
2012,"MLT","Malta",0.6080341,0.3382353,0.6029412,2811
1956,"ALB","Albania",-2.581771,0.2166667,1,2056
1957,"ALB","Albania",-2.578801,0.2352941,1,2056
1958,"ALB","Albania",-2.597565,0.3030303,1,2056
1959,"ALB","Albania",-2.598528,0.1296296,1,2056
1960,"ALB","Albania",-2.344185,0.223301,0.9805825,2056
1961,"ALB","Albania",-2.304902,0.1232877,0.9864865,2056
1962,"ALB","Albania",-2.302497,0.1904762,1,2056
1963,"ALB","Albania",-2.36434,0.1428571,0.9285714,2056
1965,"ALB","Albania",-2.341265,0.1666667,0.875,2056
1966,"ALB","Albania",-2.289543,0.06451613,1,2056
1967,"ALB","Albania",-2.253885,0.1428571,0.7619048,2056
1968,"ALB","Albania",-2.283827,0,0.5833333,2056
1969,"ALB","Albania",-2.292809,0.1111111,0.8888889,2056
1970,"ALB","Albania",-2.25338,0,1,2056
1971,"ALB","Albania",-2.144822,0.238806,0.8823529,2056
1972,"ALB","Albania",-1.731836,0.25,0.6949153,2056
1973,"ALB","Albania",-1.376908,0.1764706,0.6764706,2056
1974,"ALB","Albania",-1.389147,0.09803922,0.6862745,2056
1975,"ALB","Albania",-1.09994,0.05263158,0.8157895,2056
1976,"ALB","Albania",-1.209346,0.05555556,0.7142857,2056
1977,"ALB","Albania",-1.351297,0.09302326,0.7727273,2056
1978,"ALB","Albania",-1.645349,0.06976744,0.8478261,2056
1979,"ALB","Albania",-1.825913,0.05882353,0.9230769,2056
1980,"ALB","Albania",-1.557364,0.08,0.94,2056
1981,"ALB","Albania",-1.435506,0.04166667,0.9589041,2056
1982,"ALB","Albania",-1.495679,0.04109589,0.9589041,2056
1983,"ALB","Albania",-1.542968,0.02777778,0.9583333,2056
1984,"ALB","Albania",-1.374302,0.04347826,0.9710145,2056
1985,"ALB","Albania",-1.46824,0.05555556,0.943662,2056
1986,"ALB","Albania",-1.389233,0.07042254,0.9166667,2056
1987,"ALB","Albania",-1.47569,0.06666667,0.9345794,2056
1988,"ALB","Albania",-1.422255,0.03846154,0.9902913,2056
1989,"ALB","Albania",-1.350959,0.05,0.99,2056
1990,"ALB","Albania",-1.235503,0.1358025,0.9506173,2056
1991,"ALB","Albania",0.599724,0.2394366,0.6428571,2056
