playerNr,groupNr,subjectNr,period,treatment,relevant,t2_correcttexts,t2_numseq,t2_answer,tediousness,test,wta11,wta12,wta13,wta14,wta15,wta16,wta17,wta18,wta19,wta110,wta111,wta112,wta113,wta114,wta115,wta116,wta21,wta22,wta23,wta24,wta25,wta26,wta27,wta28,wta29,wta210,wta211,wta212,wta213,wta214,wta215,wta216,pchosen,optionchosen,extra,scenario,rel,totaltask,vchosen,gender,age,bonus,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date
73,0,0,1,1,9,15,18,NA,9,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6.25,1,0,1,9,15,4,1,57,4,6,20,181,230,11,53,10,655,48,2020-01-28T16:17:00Z
1,0,0,1,4,1,15,16,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.25,1,0,1,1,15,4,1,25,4,6,10,40,107,21,26,5,426,16,2020-01-30T15:19:00Z
2,0,0,1,4,2,15,16,NA,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.5,1,0,1,2,15,4,2,55,4,6,8,56,143,10,19,6,636,18,2020-01-30T15:19:00Z
3,0,0,1,4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z
4,0,0,1,4,4,30,31,NA,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,15,1,4,30,5,1,22,5,7,14,43,176,10,25,6,1324,31,2020-01-30T15:19:00Z
5,0,0,1,4,5,15,23,NA,10,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,5.25,1,0,1,5,15,4,2,35,4,6,9,21,160,9,17,7,1269,22,2020-01-30T15:19:00Z
6,0,0,1,4,6,30,31,NA,6,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.5,2,15,1,6,30,5.5,2,31,5.5,7.5,9,52,179,9,21,7,1145,31,2020-01-30T15:19:00Z
7,0,0,1,4,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,70,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z
8,0,0,1,4,8,4,7,NA,6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0,1,8,15,4,NA,NA,NA,NA,20,98,159,16,136,NA,NA,18,2020-01-30T15:19:00Z
9,0,0,1,4,9,15,16,NA,9,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,6.25,1,0,1,9,15,4,1,30,4,6,53,32,189,8,19,28,556,11,2020-01-30T15:19:00Z
10,0,0,1,4,10,15,16,NA,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.5,1,0,1,10,15,4,1,36,4,6,20,57,158,10,47,6,425,20,2020-01-30T15:19:00Z
11,0,0,1,4,11,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z
12,0,0,1,4,12,30,35,NA,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,2,15,1,12,30,7,2,49,7,9,16,95,289,23,36,7,1589,25,2020-01-30T15:19:00Z
13,0,0,1,4,13,15,17,NA,9,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,7.25,1,0,1,13,15,4,2,27,4,6,44,5,160,5,46,10,735,22,2020-01-30T15:19:00Z
14,0,0,1,4,14,15,16,NA,6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,1,0,1,14,15,4,1,74,4,6,16,86,216,21,50,11,1029,22,2020-01-30T15:19:00Z
15,0,0,1,4,15,30,33,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.75,2,15,1,15,30,7.75,1,30,7.75,9.75,22,62,144,11,43,8,1632,66,2020-01-30T15:19:00Z
16,0,0,1,4,16,30,32,NA,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,15,1,16,30,8,1,55,8,10,14,7,124,11,34,31,842,40,2020-01-30T15:19:00Z
17,0,0,1,4,17,30,42,NA,9,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,4.25,1,15,2,1,30,4,1,27,4,6,13,20,177,8,45,9,1681,27,2020-01-30T15:19:00Z
18,0,0,1,4,18,30,38,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4.5,1,15,2,2,30,4,1,30,4,6,12,33,215,10,19,8,2154,18,2020-01-30T15:19:00Z
19,0,0,1,4,19,45,57,NA,10,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,4.75,2,30,2,3,45,4.75,1,27,4.75,6.75,19,86,129,13,64,8,1859,26,2020-01-30T15:19:00Z
20,0,0,1,4,20,30,34,NA,5,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,1,15,2,4,30,4,1,37,4,6,19,137,124,18,32,10,1130,27,2020-01-30T15:19:00Z
21,0,0,1,4,21,30,32,NA,9,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,5.25,1,15,2,5,30,4,2,35,4,6,4,4,231,4,9,6,1474,10,2020-01-30T15:19:00Z
22,0,0,1,4,22,45,53,NA,10,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,5.5,2,30,2,6,45,5.5,1,36,5.5,7.5,10,6,189,12,12,8,2162,113,2020-01-30T15:19:00Z
23,0,0,1,4,23,45,51,NA,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5.75,2,30,2,7,45,5.75,1,39,5.75,7.75,12,33,100,11,36,8,1645,27,2020-01-30T15:19:00Z
24,0,0,1,4,24,6,21,NA,8,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,6,2,30,2,8,45,6,NA,NA,NA,NA,40,9,190,13,10,NA,NA,31,2020-01-30T15:19:00Z
26,0,0,1,4,26,45,55,NA,8,NA,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,6.5,2,30,2,10,45,6.5,1,27,6.5,8.5,33,25,81,12,6,6,1363,27,2020-01-30T15:19:00Z
27,0,0,1,4,27,30,32,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.75,1,15,2,11,30,4,2,30,4,6,8,12,272,6,114,17,1646,16,2020-01-30T15:19:00Z
28,0,0,1,4,28,30,35,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,15,2,12,30,4,1,30,4,6,44,61,231,6,10,7,3978,32,2020-01-30T15:19:00Z
29,0,0,1,4,29,45,48,NA,10,NA,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,7.25,2,30,2,13,45,7.25,1,35,7.25,9.25,11,6,445,7,5,9,1915,20,2020-01-30T15:19:00Z
30,0,0,1,4,30,45,49,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.5,2,30,2,14,45,7.5,1,34,7.5,9.5,8,11,98,9,11,31,1412,14,2020-01-30T15:19:00Z
31,0,0,1,4,31,30,34,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.75,1,15,2,15,30,4,2,30,4,6,5,9,206,29,11,11,1129,24,2020-01-30T15:19:00Z
32,0,0,1,4,32,30,36,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,15,2,16,30,4,1,35,4,6,13,5,86,5,6,6,1162,15,2020-01-30T15:19:00Z
33,0,0,1,4,1,30,40,NA,7,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,4.25,2,15,1,1,30,4.25,2,45,4.25,6.25,66,37,275,29,18,9,1225,43,2020-01-30T15:19:00Z
34,0,0,1,4,2,30,33,NA,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.5,2,15,1,2,30,4.5,1,35,4.5,6.5,41,132,358,9,38,12,1783,21,2020-01-30T15:19:00Z
35,0,0,1,4,3,15,16,NA,9,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,4.75,1,0,1,3,15,4,2,35,4,6,235,4,160,32,35,15,1042,23,2020-01-30T15:19:00Z
36,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z
37,0,0,1,4,5,15,18,NA,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,5.25,1,0,1,5,15,4,1,34,4,6,7,5,126,4,8,8,1039,28,2020-01-30T15:19:00Z
38,0,0,1,4,6,30,37,NA,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.5,2,15,1,6,30,5.5,1,28,5.5,7.5,34,65,247,9,32,7,1093,16,2020-01-30T15:19:00Z
39,0,0,1,4,7,30,33,NA,9,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.75,2,15,1,7,30,5.75,2,36,5.75,7.75,9,20,151,12,21,49,1116,39,2020-01-30T15:19:00Z
40,0,0,1,4,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z
41,0,0,1,4,9,30,34,NA,9,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,6.25,2,15,1,9,30,6.25,1,30,6.25,8.25,21,12,125,39,20,7,1274,443,2020-01-30T15:19:00Z
42,0,0,1,4,10,15,18,NA,10,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,6.5,1,0,1,10,15,4,1,30,4,6,6,6,153,11,11,6,743,17,2020-01-30T15:19:00Z
43,0,0,1,4,11,30,32,NA,9,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.75,2,15,1,11,30,6.75,1,25,6.75,8.75,12,32,92,10,46,6,1119,17,2020-01-30T15:19:00Z
44,0,0,1,4,12,30,37,NA,9,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7,2,15,1,12,30,7,1,26,7,9,73,15,189,5,15,5,3229,188,2020-01-30T15:19:00Z
45,0,0,1,4,13,15,16,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,0,1,13,15,4,1,25,4,6,278,10,292,4,5,10,423,30,2020-01-30T15:19:00Z
46,0,0,1,4,14,15,17,NA,9,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,7.5,1,0,1,14,15,4,2,35,4,6,34,4,138,5,5,12,642,14,2020-01-30T15:19:00Z
47,0,0,1,4,15,30,36,NA,10,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,7.75,2,15,1,15,30,7.75,2,27,7.75,9.75,9,9,122,6,7,8,1436,22,2020-01-30T15:19:00Z
48,0,0,1,4,16,30,34,NA,9,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,15,1,16,30,8,1,41,8,10,315,39,106,11,28,6,993,17,2020-01-30T15:19:00Z
49,0,0,1,4,17,30,37,NA,8,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4.25,1,15,2,1,30,4,2,47,4,6,630,786,407,12,25,6,3465,85,2020-01-30T15:19:00Z
50,0,0,1,4,18,30,31,NA,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.5,1,15,2,2,30,4,1,23,4,6,28,99,179,8,574,5,974,28,2020-01-30T15:19:00Z
51,0,0,1,4,19,30,32,NA,4,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.75,1,15,2,3,30,4,1,35,4,6,136,175,108,50,66,6,934,28,2020-01-30T15:19:00Z
52,0,0,1,4,20,30,34,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,15,2,4,30,4,2,48,4,6,22,37,167,16,40,7,1688,27,2020-01-30T15:19:00Z
53,0,0,1,4,21,45,53,NA,8,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.25,2,30,2,5,45,5.25,2,42,5.25,7.25,24,58,132,14,24,9,1618,26,2020-01-30T15:19:00Z
54,0,0,1,4,22,30,34,NA,9,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,5.5,1,15,2,6,30,4,2,30,4,6,5,55,122,10,11,24,906,13,2020-01-30T15:19:00Z
55,0,0,1,4,23,30,36,NA,8,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,5.75,1,15,2,7,30,4,2,27,4,6,13,8,128,5,4,11,1039,20,2020-01-30T15:19:00Z
56,0,0,1,4,24,45,55,NA,5,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,2,30,2,8,45,6,1,53,6,8,31,46,105,31,29,6,1564,29,2020-01-30T15:19:00Z
57,0,0,1,4,25,45,50,NA,10,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,6.25,2,30,2,9,45,6.25,2,35,6.25,8.25,4,3,141,8,4,8,1672,19,2020-01-30T15:19:00Z
58,0,0,1,4,26,30,31,NA,9,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,6.5,1,15,2,10,30,4,2,44,4,6,13,30,86,10,16,9,755,25,2020-01-30T15:19:00Z
59,0,0,1,4,27,8,21,NA,2,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6.75,2,30,2,11,45,6.75,NA,NA,NA,NA,26,70,185,13,36,NA,NA,19,2020-01-30T15:19:00Z
60,0,0,1,4,28,6,203,NA,10,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,30,2,12,45,7,NA,NA,NA,NA,20,109,210,13,12,NA,NA,70,2020-01-30T15:19:00Z
62,0,0,1,4,30,30,32,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,1,15,2,14,30,4,2,35,4,6,12,5,144,5,6,5,1199,43,2020-01-30T15:19:00Z
63,0,0,1,4,31,33,38,NA,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,7.75,2,30,2,15,45,7.75,NA,NA,NA,NA,103,78,169,13,39,NA,NA,26,2020-01-30T15:19:00Z
64,0,0,1,4,32,45,49,NA,7,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,2,30,2,16,45,8,2,46,8,10,22,36,119,14,24,8,1636,57,2020-01-30T15:19:00Z
65,0,0,1,4,1,15,16,NA,9,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,4.25,1,0,1,1,15,4,1,32,4,6,14,13,101,6,9,8,526,28,2020-01-30T15:19:00Z
66,0,0,1,4,2,15,18,NA,10,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,0,1,2,15,4,2,25,4,6,4,4,98,5,5,5,570,66,2020-01-30T15:19:00Z
67,0,0,1,4,3,15,17,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75,1,0,1,3,15,4,1,28,4,6,5,9,150,9,356,11,718,30,2020-01-30T15:19:00Z
68,0,0,1,4,4,30,36,NA,9,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,15,1,4,30,5,1,39,5,7,9,200,158,6,28,7,1323,47,2020-01-30T15:19:00Z
69,0,0,1,4,5,15,18,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.25,1,0,1,5,15,4,2,39,4,6,2,1409,267,3,12,4,653,30,2020-01-30T15:19:00Z
70,0,0,1,4,6,15,18,NA,8,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.5,1,0,1,6,15,4,1,43,4,6,11,26,148,7,1021,9,865,210,2020-01-30T15:19:00Z
71,0,0,1,4,7,15,21,NA,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5.75,1,0,1,7,15,4,1,34,4,6,10,57,93,49,21,3,541,11,2020-01-30T15:19:00Z
1,0,0,1,4,1,0,1,NA,8,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.25,2,15,1,1,30,4.25,NA,NA,NA,NA,73,14,1478,6,12,NA,NA,71,2020-02-04T08:48:00Z
3,0,0,1,4,3,15,18,NA,7,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4.75,1,0,1,3,15,4,1,56,4,6,26,39,114,25,40,6,536,14,2020-02-04T08:48:00Z
4,0,0,1,4,4,15,18,NA,7,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,1,0,1,4,15,4,1,69,4,6,30,144,150,22,43,9,820,37,2020-02-04T08:48:00Z
5,0,0,1,4,5,30,32,NA,9,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.25,2,15,1,5,30,5.25,1,42,5.25,7.25,21,32,99,13,34,7,1115,21,2020-02-04T08:48:00Z
6,0,0,1,4,6,15,18,NA,6,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5.5,1,0,1,6,15,4,1,51,4,6,6,92,298,14,38,9,1040,24,2020-02-04T08:48:00Z
7,0,0,1,4,7,30,33,NA,5,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,5.75,2,15,1,7,30,5.75,1,31,5.75,7.75,18,20,598,15,75,7,2469,41,2020-02-04T08:48:00Z
8,0,0,1,4,8,30,32,NA,7,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,15,1,8,30,6,1,35,6,8,11,32,85,13,40,7,821,162,2020-02-04T08:48:00Z
9,0,0,1,4,9,15,17,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.25,1,0,1,9,15,4,1,30,4,6,29,4,101,49,4,6,499,13,2020-02-04T08:48:00Z
10,0,0,1,4,10,15,20,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.5,1,0,1,10,15,4,1,30,4,6,22,36,190,8,49,15,1358,48,2020-02-04T08:48:00Z
11,0,0,1,4,11,30,32,NA,3,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.75,2,15,1,11,30,6.75,2,31,6.75,8.75,14,16,117,5,23,5,3909,19,2020-02-04T08:48:00Z
12,0,0,1,4,12,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,NA,NA,NA,NA,NA,NA,2020-02-04T08:48:00Z
13,0,0,1,4,13,30,38,NA,8,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7.25,2,15,1,13,30,7.25,1,20,7.25,9.25,12,20,77,5,22,3,878,20,2020-02-04T08:48:00Z
14,0,0,1,4,14,30,31,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.5,2,15,1,14,30,7.5,1,29,7.5,9.5,6,380,117,9,30,7,3402,19,2020-02-04T08:48:00Z
15,0,0,1,4,15,30,38,NA,7,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7.75,2,15,1,15,30,7.75,2,34,7.75,9.75,10,32,128,13,53,6,1270,26,2020-02-04T08:48:00Z
16,0,0,1,4,16,30,34,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,2,15,1,16,30,8,1,34,8,10,5,297,161,6,60,5,1531,33,2020-02-04T08:48:00Z
17,0,0,1,4,17,30,35,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25,1,15,2,1,30,4,1,46,4,6,5,5,404,6,7,4,4964,16,2020-02-04T08:48:00Z
18,0,0,1,4,18,30,33,NA,8,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4.5,1,15,2,2,30,4,1,25,4,6,63,22,1264,1122,27,13,1929,135,2020-02-04T08:48:00Z
19,0,0,1,4,19,30,33,NA,6,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.75,1,15,2,3,30,4,1,40,4,6,12,33,116,7,31,6,1148,20,2020-02-04T08:48:00Z
20,0,0,1,4,20,30,32,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,1,15,2,4,30,4,1,43,4,6,21,35,182,7,21,5,1165,16,2020-02-04T08:48:00Z
21,0,0,1,4,21,30,37,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5.25,1,15,2,5,30,4,2,45,4,6,7,34,233,7,33,7,1727,20,2020-02-04T08:48:00Z
22,0,0,1,4,22,45,49,NA,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.5,2,30,2,6,45,5.5,2,31,5.5,7.5,11,52,109,12,39,7,1692,20,2020-02-04T08:48:00Z
23,0,0,1,4,23,30,37,NA,7,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5.75,1,15,2,7,30,4,1,27,4,6,7,16,444,848,43,12,2165,79,2020-02-04T08:48:00Z
