pid,scenario,treatment,switching_point,inconsistent_choices,relevant,tediousness,test,pchosen,optionchosen,extra,scenariochosen,totaltask,vchosen,gender,age,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date,reservation_wage
418,Scenario1,LOW,3,0,11,10,2,6.75,2,15,1,15,6.75,Male,37,8.75,5,10,239,10,16,6,427,24,2019-12-23T18:34:00Z,0.75
418,Scenario2,LOW,6,0,11,10,2,6.75,2,15,1,15,6.75,Male,37,8.75,5,10,239,10,16,6,427,24,2019-12-23T18:34:00Z,1.5
419,Scenario1,LOW,8,0,12,9,1,7,2,15,1,15,7,Male,25,9,7,32,148,7,15,6,536,21,2019-12-23T18:34:00Z,2
419,Scenario2,LOW,12,0,12,9,1,7,2,15,1,15,7,Male,25,9,7,32,148,7,15,6,536,21,2019-12-23T18:34:00Z,3
420,Scenario1,LOW,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
420,Scenario2,LOW,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
421,Scenario1,LOW,2,4,14,7,NA,7.5,2,15,1,15,7.5,Male,49,9.5,4,40,657,19,47,7,420,178,2019-12-23T18:34:00Z,0.5
421,Scenario2,LOW,1,5,14,7,NA,7.5,2,15,1,15,7.5,Male,49,9.5,4,40,657,19,47,7,420,178,2019-12-23T18:34:00Z,0.25
422,Scenario1,LOW,8,0,15,9,NA,7.75,2,15,1,15,7.75,Male,33,9.75,3,26,118,9,126,8,590,31,2019-12-23T18:34:00Z,2
422,Scenario2,LOW,13,0,15,9,NA,7.75,2,15,1,15,7.75,Male,33,9.75,3,26,118,9,126,8,590,31,2019-12-23T18:34:00Z,3.25
423,Scenario1,LOW,2,0,16,7,1,8,2,15,1,15,8,Male,64,10,59,107,183,25,30,13,837,22,2019-12-23T18:34:00Z,0.5
423,Scenario2,LOW,4,0,16,7,1,8,2,15,1,15,8,Male,64,10,59,107,183,25,30,13,837,22,2019-12-23T18:34:00Z,1
424,Scenario1,LOW,2,4,17,9,2,4.25,2,30,2,30,4.25,Female,25,6.25,100,7,132,4,11,6,871,11,2019-12-23T18:34:00Z,0.5
424,Scenario2,LOW,1,5,17,9,2,4.25,2,30,2,30,4.25,Female,25,6.25,100,7,132,4,11,6,871,11,2019-12-23T18:34:00Z,0.25
425,Scenario1,LOW,17,0,18,10,NA,4.5,1,15,2,15,4,Female,32,6,20,16,84,9,18,4,401,11,2019-12-23T18:34:00Z,4.25
425,Scenario2,LOW,12,0,18,10,NA,4.5,1,15,2,15,4,Female,32,6,20,16,84,9,18,4,401,11,2019-12-23T18:34:00Z,3
426,Scenario1,LOW,12,0,19,2,1,4.75,1,15,2,15,4,Male,25,6,8,54,102,9,23,5,455,26,2019-12-23T18:34:00Z,3
426,Scenario2,LOW,12,0,19,2,1,4.75,1,15,2,15,4,Male,25,6,8,54,102,9,23,5,455,26,2019-12-23T18:34:00Z,3
427,Scenario1,LOW,16,0,20,10,NA,5,1,15,2,15,4,Other,50,6,28,51,102,12,32,6,574,22,2019-12-23T18:34:00Z,4
427,Scenario2,LOW,17,0,20,10,NA,5,1,15,2,15,4,Other,50,6,28,51,102,12,32,6,574,22,2019-12-23T18:34:00Z,4.25
428,Scenario1,LOW,8,0,21,9,1,5.25,1,15,2,15,4,Male,28,6,14,68,195,18,72,10,621,33,2019-12-23T18:34:00Z,2
428,Scenario2,LOW,12,0,21,9,1,5.25,1,15,2,15,4,Male,28,6,14,68,195,18,72,10,621,33,2019-12-23T18:34:00Z,3
429,Scenario1,LOW,NA,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,159,623,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
429,Scenario2,LOW,NA,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,159,623,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
430,Scenario1,LOW,12,0,23,5,NA,5.75,1,15,2,15,4,Female,56,6,11,42,143,11,53,5,609,17,2019-12-23T18:34:00Z,3
430,Scenario2,LOW,16,0,23,5,NA,5.75,1,15,2,15,4,Female,56,6,11,42,143,11,53,5,609,17,2019-12-23T18:34:00Z,4
431,Scenario1,LOW,1,4,26,9,1,6.5,2,30,2,30,6.5,Female,27,8.5,NA,NA,NA,13,107,139,4213,28,2019-12-23T18:34:00Z,0.25
431,Scenario2,LOW,1,5,26,9,1,6.5,2,30,2,30,6.5,Female,27,8.5,NA,NA,NA,13,107,139,4213,28,2019-12-23T18:34:00Z,0.25
432,Scenario1,LOW,1,5,27,8,1,6.75,2,30,2,30,6.75,NA,NA,NA,75,50,2169,4,5,NA,NA,21,2019-12-23T18:34:00Z,0.25
432,Scenario2,LOW,2,5,27,8,1,6.75,2,30,2,30,6.75,NA,NA,NA,75,50,2169,4,5,NA,NA,21,2019-12-23T18:34:00Z,0.5
433,Scenario1,LOW,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,79,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
433,Scenario2,LOW,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,79,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
434,Scenario1,LOW,2,5,29,9,NA,7.25,2,30,2,30,7.25,Male,27,9.25,4,11,138,4,3,7,1401,12,2019-12-23T18:34:00Z,0.5
434,Scenario2,LOW,1,6,29,9,NA,7.25,2,30,2,30,7.25,Male,27,9.25,4,11,138,4,3,7,1401,12,2019-12-23T18:34:00Z,0.25
435,Scenario1,LOW,11,0,30,5,NA,7.5,2,30,2,30,7.5,Female,39,9.5,8,27,132,15,35,6,1035,18,2019-12-23T18:34:00Z,2.75
435,Scenario2,LOW,14,0,30,5,NA,7.5,2,30,2,30,7.5,Female,39,9.5,8,27,132,15,35,6,1035,18,2019-12-23T18:34:00Z,3.5
436,Scenario1,LOW,4,0,31,9,1,7.75,2,30,2,30,7.75,Female,31,9.75,60,35,88,8,18,5,741,41,2019-12-23T18:34:00Z,1
436,Scenario2,LOW,8,0,31,9,1,7.75,2,30,2,30,7.75,Female,31,9.75,60,35,88,8,18,5,741,41,2019-12-23T18:34:00Z,2
437,Scenario1,LOW,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
437,Scenario2,LOW,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
438,Scenario1,LOW,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
438,Scenario2,LOW,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
439,Scenario1,LOW,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
439,Scenario2,LOW,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z,NA
440,Scenario1,LOW,17,0,3,8,1,4.75,1,0,1,0,4,Male,27,6,5,37,103,22,18,5,4,13,2019-12-23T18:34:00Z,4.25
440,Scenario2,LOW,17,0,3,8,1,4.75,1,0,1,0,4,Male,27,6,5,37,103,22,18,5,4,13,2019-12-23T18:34:00Z,4.25
441,Scenario1,LOW,8,0,4,8,1,5,1,0,1,0,4,Male,22,6,7,10,112,5,8,5,3,16,2019-12-23T18:34:00Z,2
441,Scenario2,LOW,8,0,4,8,1,5,1,0,1,0,4,Male,22,6,7,10,112,5,8,5,3,16,2019-12-23T18:34:00Z,2
442,Scenario1,LOW,8,0,5,10,1,5.25,1,0,1,0,4,Female,29,6,7,31,139,8,43,8,8,18,2019-12-23T18:34:00Z,2
442,Scenario2,LOW,8,0,5,10,1,5.25,1,0,1,0,4,Female,29,6,7,31,139,8,43,8,8,18,2019-12-23T18:34:00Z,2
443,Scenario1,LOW,1,0,6,3,2,5.5,2,15,1,15,5.5,Male,29,7.5,4,18,77,7,12,5,391,10,2019-12-23T18:34:00Z,0.25
443,Scenario2,LOW,1,0,6,3,2,5.5,2,15,1,15,5.5,Male,29,7.5,4,18,77,7,12,5,391,10,2019-12-23T18:34:00Z,0.25
444,Scenario1,NARROW,10,0,1,10,2,4.25,1,0,1,15,4,Female,47,6,79,29,170,8,28,5,732,12,2019-12-30T16:36:00Z,2.5
444,Scenario2,NARROW,17,0,1,10,2,4.25,1,0,1,15,4,Female,47,6,79,29,170,8,28,5,732,12,2019-12-30T16:36:00Z,4.25
445,Scenario1,LOW,1,5,2,6,1,4.5,1,0,1,0,4,Male,32,6,3,3,128,4,13,6,4,26,2019-12-30T16:36:00Z,0.25
445,Scenario2,LOW,2,3,2,6,1,4.5,1,0,1,0,4,Male,32,6,3,3,128,4,13,6,4,26,2019-12-30T16:36:00Z,0.5
446,Scenario1,BROAD,4,0,3,8,NA,4.75,1,0,1,15,6,Male,52,8,12,45,179,15,54,10,815,22,2019-12-30T16:36:00Z,1
446,Scenario2,BROAD,4,0,3,8,NA,4.75,1,0,1,15,6,Male,52,8,12,45,179,15,54,10,815,22,2019-12-30T16:36:00Z,1
447,Scenario1,NARROW,17,0,4,9,1,5,1,0,1,15,4,Male,32,6,15,6,123,7,6,14,619,38,2019-12-30T16:36:00Z,4.25
447,Scenario2,NARROW,17,0,4,9,1,5,1,0,1,15,4,Male,32,6,15,6,123,7,6,14,619,38,2019-12-30T16:36:00Z,4.25
448,Scenario1,LOW,1,5,5,9,NA,5.25,2,15,1,15,5.25,Female,26,7.25,32,265,129,10,7,37,780,41,2019-12-30T16:36:00Z,0.25
448,Scenario2,LOW,1,4,5,9,NA,5.25,2,15,1,15,5.25,Female,26,7.25,32,265,129,10,7,37,780,41,2019-12-30T16:36:00Z,0.25
449,Scenario1,BROAD,7,0,6,7,2,5.5,1,0,1,15,6,Female,31,8,17,25,89,10,26,5,383,15,2019-12-30T16:36:00Z,1.75
449,Scenario2,BROAD,12,0,6,7,2,5.5,1,0,1,15,6,Female,31,8,17,25,89,10,26,5,383,15,2019-12-30T16:36:00Z,3
450,Scenario1,NARROW,1,0,7,7,NA,5.75,2,15,1,30,5.75,Female,43,7.75,31,24,106,12,20,7,961,13,2019-12-30T16:36:00Z,0.25
450,Scenario2,NARROW,1,0,7,7,NA,5.75,2,15,1,30,5.75,Female,43,7.75,31,24,106,12,20,7,961,13,2019-12-30T16:36:00Z,0.25
451,Scenario1,LOW,16,0,8,9,1,6,1,0,1,0,4,Male,30,6,49,6,124,7,6,320,5,28,2019-12-30T16:36:00Z,4
451,Scenario2,LOW,16,0,8,9,1,6,1,0,1,0,4,Male,30,6,49,6,124,7,6,320,5,28,2019-12-30T16:36:00Z,4
452,Scenario1,BROAD,2,6,9,2,1,6.25,2,15,1,30,8.25,Male,27,10.25,25,96,210,22,38,11,1606,30,2019-12-30T16:36:00Z,0.5
452,Scenario2,BROAD,2,6,9,2,1,6.25,2,15,1,30,8.25,Male,27,10.25,25,96,210,22,38,11,1606,30,2019-12-30T16:36:00Z,0.5
453,Scenario1,NARROW,1,0,10,5,2,6.5,2,15,1,30,6.5,Male,27,8.5,10,244,136,18,70,6,1301,28,2019-12-30T16:36:00Z,0.25
453,Scenario2,NARROW,1,0,10,5,2,6.5,2,15,1,30,6.5,Male,27,8.5,10,244,136,18,70,6,1301,28,2019-12-30T16:36:00Z,0.25
454,Scenario1,LOW,1,5,11,9,2,6.75,1,0,1,0,4,Female,28,6,7,10,308,8,7,11,9,28,2019-12-30T16:36:00Z,0.25
454,Scenario2,LOW,2,4,11,9,2,6.75,1,0,1,0,4,Female,28,6,7,10,308,8,7,11,9,28,2019-12-30T16:36:00Z,0.5
455,Scenario1,BROAD,12,0,12,8,1,7,2,15,1,30,9,Female,47,11,92,163,269,15,71,9,2570,33,2019-12-30T16:36:00Z,3
455,Scenario2,BROAD,12,0,12,8,1,7,2,15,1,30,9,Female,47,11,92,163,269,15,71,9,2570,33,2019-12-30T16:36:00Z,3
456,Scenario1,NARROW,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
456,Scenario2,NARROW,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
457,Scenario1,LOW,1,6,14,8,2,7.5,1,0,1,0,4,Male,28,6,9,19,139,6,12,123,5,58,2019-12-30T16:36:00Z,0.25
457,Scenario2,LOW,3,6,14,8,2,7.5,1,0,1,0,4,Male,28,6,9,19,139,6,12,123,5,58,2019-12-30T16:36:00Z,0.75
458,Scenario1,BROAD,10,0,15,8,NA,7.75,2,15,1,30,9.75,Female,59,11.75,262,1272,148,10,72,9,1445,21,2019-12-30T16:36:00Z,2.5
458,Scenario2,BROAD,8,0,15,8,NA,7.75,2,15,1,30,9.75,Female,59,11.75,262,1272,148,10,72,9,1445,21,2019-12-30T16:36:00Z,2
459,Scenario1,NARROW,4,0,16,10,NA,8,2,15,1,30,8,Male,28,10,12,84,249,14,43,10,1498,33,2019-12-30T16:36:00Z,1
459,Scenario2,NARROW,3,1,16,10,NA,8,2,15,1,30,8,Male,28,10,12,84,249,14,43,10,1498,33,2019-12-30T16:36:00Z,0.75
460,Scenario1,LOW,16,0,17,9,1,4.25,1,15,2,15,4,Male,28,6,4882,6,274,16,7,9,1298,73,2019-12-30T16:36:00Z,4
460,Scenario2,LOW,17,0,17,9,1,4.25,1,15,2,15,4,Male,28,6,4882,6,274,16,7,9,1298,73,2019-12-30T16:36:00Z,4.25
461,Scenario1,BROAD,13,0,18,7,NA,4.5,1,15,2,30,6,Female,41,8,15,49,190,17,57,7,1401,77,2019-12-30T16:36:00Z,3.25
461,Scenario2,BROAD,14,0,18,7,NA,4.5,1,15,2,30,6,Female,41,8,15,49,190,17,57,7,1401,77,2019-12-30T16:36:00Z,3.5
462,Scenario1,NARROW,17,0,19,8,1,4.75,1,15,2,30,4,NA,NA,NA,2166,27,3205,6,6,NA,NA,41,2019-12-30T16:36:00Z,4.25
462,Scenario2,NARROW,17,0,19,8,1,4.75,1,15,2,30,4,NA,NA,NA,2166,27,3205,6,6,NA,NA,41,2019-12-30T16:36:00Z,4.25
463,Scenario1,LOW,4,0,20,5,2,5,2,30,2,30,5,Male,58,7,28,50,239,14,49,10,1528,23,2019-12-30T16:36:00Z,1
463,Scenario2,LOW,4,0,20,5,2,5,2,30,2,30,5,Male,58,7,28,50,239,14,49,10,1528,23,2019-12-30T16:36:00Z,1
464,Scenario1,BROAD,17,0,21,8,1,5.25,1,15,2,30,6,Male,26,8,70,16,149,4,9,5,2110,24,2019-12-30T16:36:00Z,4.25
464,Scenario2,BROAD,17,0,21,8,1,5.25,1,15,2,30,6,Male,26,8,70,16,149,4,9,5,2110,24,2019-12-30T16:36:00Z,4.25
465,Scenario1,NARROW,17,0,22,8,1,5.5,1,15,2,30,4,Male,25,6,13,50,135,10,19,7,2052,14,2019-12-30T16:36:00Z,4.25
465,Scenario2,NARROW,17,0,22,8,1,5.5,1,15,2,30,4,Male,25,6,13,50,135,10,19,7,2052,14,2019-12-30T16:36:00Z,4.25
466,Scenario1,LOW,17,0,23,4,1,5.75,1,15,2,15,4,Male,32,6,7,5,126,14,11,9,588,40,2019-12-30T16:36:00Z,4.25
466,Scenario2,LOW,16,0,23,4,1,5.75,1,15,2,15,4,Male,32,6,7,5,126,14,11,9,588,40,2019-12-30T16:36:00Z,4
467,Scenario1,BROAD,15,0,24,10,1,6,1,15,2,30,6,Female,35,8,6,18,139,8,20,6,1077,21,2019-12-30T16:36:00Z,3.75
467,Scenario2,BROAD,15,0,24,10,1,6,1,15,2,30,6,Female,35,8,6,18,139,8,20,6,1077,21,2019-12-30T16:36:00Z,3.75
468,Scenario1,NARROW,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
468,Scenario2,NARROW,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
469,Scenario1,LOW,17,0,26,9,1,6.5,1,15,2,15,4,Female,28,6,969,5,374,7,7,19,948,40,2019-12-30T16:36:00Z,4.25
469,Scenario2,LOW,17,0,26,9,1,6.5,1,15,2,15,4,Female,28,6,969,5,374,7,7,19,948,40,2019-12-30T16:36:00Z,4.25
470,Scenario1,BROAD,6,0,27,9,1,6.75,2,30,2,45,8.75,Male,38,10.75,9,23,143,5,21,5,1932,21,2019-12-30T16:36:00Z,1.5
470,Scenario2,BROAD,8,0,27,9,1,6.75,2,30,2,45,8.75,Male,38,10.75,9,23,143,5,21,5,1932,21,2019-12-30T16:36:00Z,2
471,Scenario1,NARROW,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,13,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
471,Scenario2,NARROW,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,13,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
472,Scenario1,LOW,NA,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,129,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
472,Scenario2,LOW,NA,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,129,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
473,Scenario1,BROAD,12,0,30,8,NA,7.5,2,30,2,45,9.5,Female,32,11.5,14,27,123,6,27,4,1297,11,2019-12-30T16:36:00Z,3
473,Scenario2,BROAD,12,0,30,8,NA,7.5,2,30,2,45,9.5,Female,32,11.5,14,27,123,6,27,4,1297,11,2019-12-30T16:36:00Z,3
474,Scenario1,NARROW,2,6,31,7,2,7.75,2,30,2,45,7.75,Male,28,9.75,39,444,156,6,7,9,2796,35,2019-12-30T16:36:00Z,0.5
474,Scenario2,NARROW,2,7,31,7,2,7.75,2,30,2,45,7.75,Male,28,9.75,39,444,156,6,7,9,2796,35,2019-12-30T16:36:00Z,0.5
475,Scenario1,LOW,17,0,32,2,1,8,1,15,2,15,4,Female,46,6,31,91,143,30,69,12,779,53,2019-12-30T16:36:00Z,4.25
475,Scenario2,LOW,17,0,32,2,1,8,1,15,2,15,4,Female,46,6,31,91,143,30,69,12,779,53,2019-12-30T16:36:00Z,4.25
476,Scenario1,BROAD,17,0,1,10,NA,4.25,1,0,1,15,6,Male,36,8,82,17,120,10,26,7,901,18,2019-12-30T16:36:00Z,4.25
476,Scenario2,BROAD,17,0,1,10,NA,4.25,1,0,1,15,6,Male,36,8,82,17,120,10,26,7,901,18,2019-12-30T16:36:00Z,4.25
477,Scenario1,NARROW,16,0,2,6,1,4.5,1,0,1,15,4,Male,30,6,177,15,179,14,14,8,585,31,2019-12-30T16:36:00Z,4
477,Scenario2,NARROW,17,0,2,6,1,4.5,1,0,1,15,4,Male,30,6,177,15,179,14,14,8,585,31,2019-12-30T16:36:00Z,4.25
478,Scenario1,LOW,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
478,Scenario2,LOW,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
479,Scenario1,BROAD,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
479,Scenario2,BROAD,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
480,Scenario1,NARROW,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
480,Scenario2,NARROW,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
481,Scenario1,LOW,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
481,Scenario2,LOW,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
482,Scenario1,BROAD,16,0,7,9,1,5.75,1,0,1,15,6,NA,NA,NA,6,7,401,4,6,NA,NA,12,2019-12-30T16:36:00Z,4
482,Scenario2,BROAD,16,0,7,9,1,5.75,1,0,1,15,6,NA,NA,NA,6,7,401,4,6,NA,NA,12,2019-12-30T16:36:00Z,4
483,Scenario1,NARROW,8,0,8,5,NA,6,2,15,1,30,6,Male,44,8,26,102,184,32,84,12,1278,58,2019-12-30T16:36:00Z,2
483,Scenario2,NARROW,16,0,8,5,NA,6,2,15,1,30,6,Male,44,8,26,102,184,32,84,12,1278,58,2019-12-30T16:36:00Z,4
484,Scenario1,LOW,17,0,9,7,NA,6.25,1,0,1,0,4,Male,30,6,13,9,167,19,26,10,6,29,2019-12-30T16:36:00Z,4.25
484,Scenario2,LOW,17,0,9,7,NA,6.25,1,0,1,0,4,Male,30,6,13,9,167,19,26,10,6,29,2019-12-30T16:36:00Z,4.25
485,Scenario1,BROAD,17,0,10,8,1,6.5,1,0,1,15,6,Male,26,8,5,5,127,19,5,7,665,13,2019-12-30T16:36:00Z,4.25
485,Scenario2,BROAD,17,0,10,8,1,6.5,1,0,1,15,6,Male,26,8,5,5,127,19,5,7,665,13,2019-12-30T16:36:00Z,4.25
486,Scenario1,NARROW,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1035,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
486,Scenario2,NARROW,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1035,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
487,Scenario1,LOW,17,0,12,8,1,7,1,0,1,0,4,Female,28,6,7,24,241,12,31,21,7,26,2019-12-30T16:36:00Z,4.25
487,Scenario2,LOW,17,0,12,8,1,7,1,0,1,0,4,Female,28,6,7,24,241,12,31,21,7,26,2019-12-30T16:36:00Z,4.25
488,Scenario1,BROAD,1,0,13,8,NA,7.25,2,15,1,30,9.25,Female,46,11.25,8,26,132,10,24,7,855,19,2019-12-30T16:36:00Z,0.25
488,Scenario2,BROAD,1,0,13,8,NA,7.25,2,15,1,30,9.25,Female,46,11.25,8,26,132,10,24,7,855,19,2019-12-30T16:36:00Z,0.25
489,Scenario1,NARROW,2,4,14,9,1,7.5,2,15,1,30,7.5,Male,33,9.5,51,64,1024,29,28,12,1810,26,2019-12-30T16:36:00Z,0.5
489,Scenario2,NARROW,4,3,14,9,1,7.5,2,15,1,30,7.5,Male,33,9.5,51,64,1024,29,28,12,1810,26,2019-12-30T16:36:00Z,1
490,Scenario1,LOW,2,3,15,9,NA,7.75,2,15,1,15,7.75,Male,27,9.75,47,6,269,7,131,9,875,21,2019-12-30T16:36:00Z,0.5
490,Scenario2,LOW,1,3,15,9,NA,7.75,2,15,1,15,7.75,Male,27,9.75,47,6,269,7,131,9,875,21,2019-12-30T16:36:00Z,0.25
491,Scenario1,BROAD,12,0,16,8,NA,8,2,15,1,30,10,Male,29,12,47,39,67,8,20,5,847,10,2019-12-30T16:36:00Z,3
491,Scenario2,BROAD,12,0,16,8,NA,8,2,15,1,30,10,Male,29,12,47,39,67,8,20,5,847,10,2019-12-30T16:36:00Z,3
492,Scenario1,NARROW,3,0,17,8,2,4.25,1,15,2,30,4,Female,41,6,24,64,110,12,38,6,969,26,2019-12-30T16:36:00Z,0.75
492,Scenario2,NARROW,4,0,17,8,2,4.25,1,15,2,30,4,Female,41,6,24,64,110,12,38,6,969,26,2019-12-30T16:36:00Z,1
493,Scenario1,LOW,17,0,18,7,1,4.5,1,15,2,15,4,Male,28,6,324,783,1008,8,27,11,1289,32,2019-12-30T16:36:00Z,4.25
493,Scenario2,LOW,17,0,18,7,1,4.5,1,15,2,15,4,Male,28,6,324,783,1008,8,27,11,1289,32,2019-12-30T16:36:00Z,4.25
494,Scenario1,BROAD,1,4,19,9,1,4.75,2,30,2,45,6.75,Male,27,8.75,55,389,320,9,23,11,2690,2580,2019-12-30T16:36:00Z,0.25
494,Scenario2,BROAD,3,3,19,9,1,4.75,2,30,2,45,6.75,Male,27,8.75,55,389,320,9,23,11,2690,2580,2019-12-30T16:36:00Z,0.75
495,Scenario1,NARROW,12,0,20,6,1,5,1,15,2,30,4,Male,37,6,108,81,214,15,67,7,1607,17,2019-12-30T16:36:00Z,3
495,Scenario2,NARROW,17,0,20,6,1,5,1,15,2,30,4,Male,37,6,108,81,214,15,67,7,1607,17,2019-12-30T16:36:00Z,4.25
496,Scenario1,LOW,4,0,21,4,2,5.25,1,15,2,15,4,Male,31,6,8,18,168,10,28,4,492,17,2019-12-30T16:36:00Z,1
496,Scenario2,LOW,7,0,21,4,2,5.25,1,15,2,15,4,Male,31,6,8,18,168,10,28,4,492,17,2019-12-30T16:36:00Z,1.75
497,Scenario1,BROAD,12,0,22,6,1,5.5,1,15,2,30,6,Male,30,8,15,47,158,17,39,5,1167,25,2019-12-30T16:36:00Z,3
497,Scenario2,BROAD,10,0,22,6,1,5.5,1,15,2,30,6,Male,30,8,15,47,158,17,39,5,1167,25,2019-12-30T16:36:00Z,2.5
498,Scenario1,NARROW,2,5,23,9,NA,5.75,1,15,2,30,4,Male,25,NA,7,17,108,8,4,45,1080,24,2019-12-30T16:36:00Z,0.5
498,Scenario2,NARROW,2,5,23,9,NA,5.75,1,15,2,30,4,Male,25,NA,7,17,108,8,4,45,1080,24,2019-12-30T16:36:00Z,0.5
499,Scenario1,LOW,17,0,24,9,1,6,1,15,2,15,4,Male,26,6,189,14,101,4,4,5,545,14,2019-12-30T16:36:00Z,4.25
499,Scenario2,LOW,17,0,24,9,1,6,1,15,2,15,4,Male,26,6,189,14,101,4,4,5,545,14,2019-12-30T16:36:00Z,4.25
500,Scenario1,BROAD,17,0,25,7,1,6.25,2,30,2,45,8.25,Female,25,10.25,130,61,139,8,47,48,2574,67,2019-12-30T16:36:00Z,4.25
500,Scenario2,BROAD,5,0,25,7,1,6.25,2,30,2,45,8.25,Female,25,10.25,130,61,139,8,47,48,2574,67,2019-12-30T16:36:00Z,1.25
501,Scenario1,NARROW,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
501,Scenario2,NARROW,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z,NA
